order_id,clinic_id,product_id,product_name,category,order_date,quantity,delivered_to,delivery_time,current_stock,order_date_clean
A5L2G8,Cl_39,P109,Aoralscan 3 Intraoral Scanner,intraoral scanner,8/20/2021,7,Salem,5,4,8/20/2021
O8V5B7,Cl_44,P176,Shining 3D AccuFab-L4K 3D Printer,dental 3d printer,9/17/2023,3,Bhuj,10,2,9/17/2023
X1L3C2,Cl_40,P7,Saevo S4000,dental_chair,8/1/2025,2,Tirupattur,9,4,8/1/2025
M5V4C3,Cl_31,P76,Tealth External Irrigation Straight HeadLow SpeedHandpiece,dental handpeice,6/8/2022,3,Bhuveshwar,5,32,6/8/2022
F0H1T4,Cl_34,P100,NSKViva Ace,physiodispensor unit,5/21/2020,8,Yamuna Nagar,7,7,5/21/2020
H5K3Z1,Cl_96,P53,NSK S-Max Pico Optic Handpiece,dental handpeice,12/29/2021,8,Guwahati,10,83,12/29/2021
I0H3B9,Cl_90,P107,Aoralscan LyncIntraoral Scanner,intraoral scanner,6/10/2024,3,Rourkela,8,2,6/10/2024
C5Q4G1,Cl_62,P151,Stream X,endomotors,2/15/2025,1,Mumbai,7,10,2/15/2025
P7P6Z2,Cl_23,P210,LUXATOME SET Of4 Pcs,dental instruments,7/12/2021,8,Ernakulam,7,10,7/12/2021
Q8T4O2,Cl_90,P34,Gnatus Timex 70E ACX-ray,imaging,10/5/2022,3,Rourkela,9,2,10/5/2022
Q0G6T0,Cl_74,P30,Genoray PAPAYA 3D PLUS CBCT,imaging,8/26/2021,3,Palakkad,10,2,8/26/2021
G7O4K4,Cl_19,P146,ClinicalMicroMotor,dental micromotor,10/25/2020,4,Boriwali,10,21,10/25/2020
L6V5B5,Cl_6,P6,Saevo S5000,dental_chair,7/6/2024,7,Indore,5,4,7/6/2024
G0C4B8,Cl_24,P56,Tornado Mini Head Handpiece,dental handpeice,3/13/2022,7,Pune,7,23,3/13/2022
Q1G0L4,Cl_14,P76,Tealth External Irrigation Straight HeadLow SpeedHandpiece,dental handpeice,9/4/2021,5,Okhla,5,89,9/4/2021
H5Q3Q6,Cl_97,P35,Runyes Portable Dental X-Ray (Gun-Type),dental x-ray,5/22/2025,9,Seawood,6,9,5/22/2025
G0K0N8,Cl_63,P41,NSK Pana Air PAF-SU B2 Handpiece,dental handpeice,5/28/2020,10,Jalna,8,90,5/28/2020
C4G0H2,Cl_7,P27,Runyes Portable Dental X-Ray (Gun-Type),imaging,10/24/2023,9,Muzzaffar Nagar,5,3,10/24/2023
C8N0W1,Cl_26,P207,COMPOSITE FILLING INSTRUMENTS T.C.GOLD,dental instruments,3/21/2020,9,Kannur,4,10,3/21/2020
G5H7K1,Cl_5,P144,Micro NX Micromotor (Table Top),dental micromotor,1/26/2020,8,Thane,9,22,1/26/2020
H2Z6Z4,Cl_30,P184,Zotion F2 Dental Sintering Furnace,dental sintering furnace,8/8/2023,7,Rajkot,9,5,8/8/2023
S0E6T3,Cl_39,P59,Tornado Super Torque Handpiece,dental handpeice,7/16/2023,10,Salem,8,50,7/16/2023
U3G9R9,Cl_9,P176,Shining 3D AccuFab-L4K 3D Printer,dental 3d printer,10/13/2025,3,Bargarh,4,2,10/13/2025
B9C5A0,Cl_26,P32,Genoray Port XIII Portable X-Ray,imaging,9/7/2020,8,Kannur,7,1,9/7/2020
H4O0Y5,Cl_98,P215,Extraction Forceps Paedo Set of 7 Pcs,dental instruments,7/8/2020,1,Noida,4,8,7/8/2020
C2F1S3,Cl_8,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,9/5/2022,3,Rajkot,9,172,9/5/2022
E8C2R4,Cl_22,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,8/30/2020,10,Kannur,8,230,8/30/2020
P1V0R1,Cl_71,P64,Tealth 45 Degree High Speed Air Rotor,dental handpeice,7/26/2021,9,Gurugram,6,63,7/26/2021
V1L8Z8,Cl_56,P186,Mihmvogt Tabeo Dental Sintering Furnace,dental sintering furnace,6/27/2025,10,Salem,10,2,6/27/2025
V0A4V2,Cl_29,P78,Tealth Internal Irrigation Fiber Optic Straight Head Low Speed Handpiece,dental handpeice,12/29/2023,7,Ropar,3,34,12/29/2023
R1W5R1,Cl_2,P185,KDF Zircom Sintering Furnace,dental sintering furnace,7/15/2021,6,Surat,4,6,7/15/2021
E4U4C8,Cl_47,P13,Runyes Feng 23L Touch Screen,dental autoclaves,9/16/2024,9,Pune,8,6,9/16/2024
X1V9F5,Cl_83,P2,Ureka Dental Chair,dental_chair,2/21/2025,9,Vile Parle,7,5,2/21/2025
B5C0C0,Cl_56,P115,Shining 3D MetiSmile Face Scanner,face scanner,9/6/2025,5,Salem,5,2,9/6/2025
G0T1S4,Cl_38,P62,Tornado Straight Handpiece,dental handpeice,12/7/2023,6,Navasari-Gujarat,6,98,12/7/2023
A7E3Y3,Cl_90,P183,Elegoo Saturn 3 Ultra 3D Printer,dental 3d printer,8/6/2021,8,Rourkela,6,5,8/6/2021
P8D9K5,Cl_65,P32,Genoray Port XIII Portable X-Ray,imaging,8/15/2023,4,Erode,9,1,8/15/2023
W7D2X2,Cl_72,P80,CSM Implants Submerged III,implant uni-verse,5/18/2025,8,Kottayam,5,3,5/18/2025
V6X1B6,Cl_41,P87,Yahope3D-Optix,implant uni-verse,6/14/2023,8,Nerul,4,5,6/14/2023
U5U3T6,Cl_5,P55,Woodpecker HP33 Air Rotor Handpiece,dental handpeice,8/22/2022,8,Thane,8,22,8/22/2022
I6R0H6,Cl_39,P82,Coxo PTMaster,implant uni-verse,6/16/2024,3,Salem,9,8,6/16/2024
Z2B0U7,Cl_71,P165,Unicorn Zirconia Blanks (ST White),lab consumables,10/27/2025,4,Gurugram,3,144,10/27/2025
E9W8J2,Cl_63,P122,3Shape E4 Dental lab Scanner,dental lab scanner,2/19/2025,2,Jalna,4,1,2/19/2025
R4Y3Y4,Cl_10,P129,Roland DWX-52D Plus 5-Axis Milling Machine,dental milling machine,9/18/2020,2,Kannur,10,2,9/18/2020
L1A3B8,Cl_50,P48,NSK MPASHead,dental handpeice,9/1/2024,1,Raipur,7,85,9/1/2024
C0D6S5,Cl_57,P209,CONSERVATIVE INSTRUMENTS KIT,dental instruments,9/11/2020,5,Salem,8,4,9/11/2020
D2V2U2,Cl_80,P58,Tornado Super Torque Push Button,dental handpeice,3/10/2023,5,Kolhapur,9,59,3/10/2023
W9B2I6,Cl_2,P214,Root Elevators Set Of 13 Pcs (With Warwick James),dental instruments,11/24/2025,1,Surat,10,6,11/24/2025
D3R6U2,Cl_28,P210,LUXATOME SET Of4 Pcs,dental instruments,10/19/2024,8,Jalandhar,3,9,10/19/2024
G7Q4N8,Cl_38,P120,3Shape E2 Dental Lab Scanner,dental lab scanner,5/14/2025,1,Navasari-Gujarat,9,3,5/14/2025
O8M9V3,Cl_28,P103,Trios 4 IntraoralScanner,intraoral scanner,6/1/2020,1,Jalandhar,3,2,6/1/2020
A2F7I5,Cl_40,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,7/3/2025,2,Tirupattur,6,45,7/3/2025
M2H6C3,Cl_30,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/5/2022,8,Rajkot,7,3,12/5/2022
K8I3X9,Cl_10,P10,Anthos A7 plus,dental_chair,12/12/2020,9,Kannur,5,2,12/12/2020
N0N0D4,Cl_22,P183,Elegoo Saturn 3 Ultra 3D Printer,dental 3d printer,2/3/2021,5,Kannur,6,1,2/3/2021
M5I6T0,Cl_89,P87,Yahope3D-Optix,implant uni-verse,5/6/2025,5,Kottayam,7,2,5/6/2025
J2R4J3,Cl_14,P119,3Shape F8 Dental Lab Scanner,dental lab scanner,1/14/2025,2,Okhla,4,2,1/14/2025
A9X4T1,Cl_4,P150,Woodpecker Endomotor,endomotors,12/29/2021,9,Raipur,7,22,12/29/2021
K2T4G2,Cl_44,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,5/20/2024,1,Bhuj,7,63,5/20/2024
C0B7S4,Cl_81,P108,Aoralscan 3 Neo Intraoral Scanner,intraoral scanner,10/28/2020,7,Hyderabad,5,4,10/28/2020
W8G7G2,Cl_76,P196,All-in-One PC Intraoral Camera,intraoral camera,7/1/2020,6,Durgapur,4,4,7/1/2020
Y7Y6N4,Cl_26,P17,Melag Vacuclave 105Autoclave,dental autoclaves,2/3/2024,2,Kannur,8,11,2/3/2024
D9W8W6,Cl_48,P70,Tealth Mini Head High Speed Air Rotor Handpiece,dental handpeice,7/6/2024,2,Nashik,5,35,7/6/2024
I2B9X1,Cl_90,P119,3Shape F8 Dental Lab Scanner,dental lab scanner,1/12/2025,7,Rourkela,7,3,1/12/2025
N3W8F6,Cl_74,P52,NSK S-Max Pico Non Optic Handpiece,dental handpeice,11/23/2023,3,Palakkad,5,59,11/23/2023
G9U2M0,Cl_29,P169,BeSmile Aconia ST White Zirconia,lab consumables,4/29/2021,9,Ropar,3,83,4/29/2021
K4L7G8,Cl_80,P8,Saevo S300,dental_chair,6/29/2021,10,Kolhapur,8,2,6/29/2021
N7R7Q2,Cl_19,P221,Yahope 3D-Optix,digital magnification,4/22/2024,4,Boriwali,7,6,4/22/2024
C5B8I2,Cl_67,P208,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,11/14/2024,5,Raipur,6,7,11/14/2024
Y7W4P6,Cl_63,P98,Woodpecker Ultrasurgery LED,physiodispensor unit,6/21/2024,8,Jalna,8,5,6/21/2024
H5F4G8,Cl_14,P18,Dental WaterDistiller,dental autoclaves,4/2/2021,10,Okhla,2,18,4/2/2021
P9K5B7,Cl_57,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,1/8/2020,9,Salem,4,410,1/8/2020
N2D0Z4,Cl_33,P215,Extraction Forceps Paedo Set of 7 Pcs,dental instruments,11/4/2024,6,Agra,3,10,11/4/2024
Q9B6B0,Cl_73,P69,Tealth LED Standard Head High Speed Air Rotor Handpiece,dental handpeice,10/3/2022,6,Kannur,10,25,10/3/2022
L2E1O4,Cl_57,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,2/26/2021,2,Salem,8,32,2/26/2021
E2X2L1,Cl_62,P21,"VMax
Suction",dental suction,5/24/2024,7,Mumbai,8,9,5/24/2024
B6W6A3,Cl_20,P214,Root Elevators Set Of 13 Pcs (With Warwick James),dental instruments,12/17/2024,4,Kozhikode,6,4,12/17/2024
F8K0T6,Cl_73,P171,BeSmile Aconia SHT-Preshade Zirconia,lab consumables,2/24/2024,2,Kannur,10,124,2/24/2024
R8K7N8,Cl_16,P150,Woodpecker Endomotor,endomotors,11/21/2020,1,Okhla,6,12,11/21/2020
D2Y2V5,Cl_31,P20,Dynamic Compressor Suction System,dental suction,6/19/2020,2,Bhuveshwar,9,5,6/19/2020
I2P0A7,Cl_76,P86,Osseotouch Magnetic Mallet,implant uni-verse,12/25/2020,7,Durgapur,7,7,12/25/2020
Z1H5R6,Cl_84,P203,Composite Filling Instruments T.C. Blue Set Of 6Pcs,dental instruments,5/26/2023,4,Vasant Kunj,3,1,5/26/2023
J6T3X9,Cl_38,P198,OraCam Wired HD Intraoral Camera,intraoral camera,10/21/2024,8,Navasari-Gujarat,9,1,10/21/2024
R2D1P2,Cl_79,P147,NSK Endo Mate DT Endomotor,endomotors,5/27/2020,5,Rewari,6,26,5/27/2020
F6E2X6,Cl_72,P3,Elite Star Dental Chair,dental_chair,6/23/2022,1,Kottayam,5,3,6/23/2022
M3S7S7,Cl_1,P209,CONSERVATIVE INSTRUMENTS KIT,dental instruments,12/12/2024,1,Surat,8,1,12/12/2024
C5C9H1,Cl_67,P155,CoxoSurgic-X,physiodispensor and piezosurgery units,4/24/2025,9,Raipur,9,7,4/24/2025
D9M2L5,Cl_74,P10,Anthos A7 plus,dental_chair,1/9/2023,1,Palakkad,4,4,1/9/2023
O3V0S7,Cl_94,P98,Woodpecker Ultrasurgery LED,physiodispensor unit,7/9/2022,8,Pune,9,5,7/9/2022
S7X9I7,Cl_18,P104,Trios 3 Color Pod Intraoral Scanner,intraoral scanner,11/2/2020,10,Rajkot,5,3,11/2/2020
Y6T5M8,Cl_4,P15,Melag Vacuclave 550 Autoclave,dental autoclaves,11/26/2025,3,Raipur,10,20,11/26/2025
F2F2C2,Cl_10,P47,NSK S-Max SG20M Handpiece,dental handpeice,10/17/2020,8,Kannur,10,27,10/17/2020
E3Z2R4,Cl_82,P52,NSK S-Max Pico Non Optic Handpiece,dental handpeice,6/15/2024,10,Bhopal,7,75,6/15/2024
S6S4I5,Cl_16,P141,NSK NLX Nano Portable Micromotor System,dental micromotor,1/2/2021,8,Okhla,2,13,1/2/2021
X6A5J3,Cl_39,P78,Tealth Internal Irrigation Fiber Optic Straight Head Low Speed Handpiece,dental handpeice,2/25/2022,6,Salem,6,70,2/25/2022
O9C2R2,Cl_79,P38,NSK FX 65 Straight Handpiece,dental handpeice,5/6/2025,6,Rewari,6,21,5/6/2025
Q7E7I4,Cl_87,P177,Phrozen Sonic Mighty 4K 3D Printer,dental 3d printer,2/27/2025,5,Pune,8,0,2/27/2025
S8G7R0,Cl_48,P197,Sony CCD Intraoral Camera,intraoral camera,4/4/2023,7,Nashik,10,3,4/4/2023
D6Z7E5,Cl_88,P209,CONSERVATIVE INSTRUMENTS KIT,dental instruments,3/5/2021,10,Ambala,3,3,3/5/2021
K3N5E6,Cl_27,P214,Root Elevators Set Of 13 Pcs (With Warwick James),dental instruments,1/25/2020,4,Rohini,3,8,1/25/2020
C7K4E4,Cl_22,P124,Shining 3D AutoScan DS EX Pro(H),dental lab scanner,7/17/2022,2,Kannur,6,4,7/17/2022
V9W0L0,Cl_99,P138,Woodpecker DTE O-LIGHT Cure Unit,light cure unit,10/25/2025,1,Malappuram,9,13,10/25/2025
U1K3L8,Cl_16,P121,3Shape E3 Dental Lab Scanner,dental lab scanner,2/10/2024,7,Okhla,5,3,2/10/2024
F9A8I6,Cl_55,P68,Tealth LED Mini Head High Speed Air Rotor Handpiece,dental handpeice,5/23/2024,7,Belgaum,9,51,5/23/2024
N7W3J3,Cl_16,P30,Genoray PAPAYA 3D PLUS CBCT,imaging,4/20/2021,10,Okhla,4,3,4/20/2021
J8K0J3,Cl_69,P206,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,3/25/2021,3,Salem,5,9,3/25/2021
U7J8Q2,Cl_86,P100,NSKViva Ace,physiodispensor unit,1/17/2022,5,Calicut,4,8,1/17/2022
S4Z0H5,Cl_29,P122,3Shape E4 Dental lab Scanner,dental lab scanner,11/23/2023,3,Ropar,6,4,11/23/2023
D5X9A0,Cl_21,P49,NSK S-Max M65 Straight Handpiece,dental handpeice,8/23/2022,1,Thane,10,48,8/23/2022
R1W1D5,Cl_91,P187,Woodpecker PT-3LED Scaler,ultrasonic scalers,4/22/2023,10,Nagercoil,9,25,4/22/2023
R5V4I9,Cl_74,P76,Tealth External Irrigation Straight HeadLow SpeedHandpiece,dental handpeice,12/31/2025,4,Palakkad,6,99,12/31/2025
H3H8Y2,Cl_71,P174,Fastform FF-M140C Metal 3D Printer,dental 3d printer,6/25/2025,4,Gurugram,2,3,6/25/2025
U3P1Z9,Cl_71,P166,Unicorn Zirconia Blanks (ST Pre-Shaded),lab consumables,5/23/2022,7,Gurugram,3,305,5/23/2022
V3H5P4,Cl_56,P171,BeSmile Aconia SHT-Preshade Zirconia,lab consumables,1/10/2025,5,Salem,9,162,1/10/2025
G3N9F0,Cl_13,P146,ClinicalMicroMotor,dental micromotor,11/29/2020,4,Kurla,8,21,11/29/2020
D0H4N4,Cl_99,P49,NSK S-Max M65 Straight Handpiece,dental handpeice,7/16/2022,6,Malappuram,8,64,7/16/2022
R7D1F4,Cl_61,P195,Dental RecordingSystem,intraoral camera,6/7/2022,7,Jaipur-Rajasthan,9,3,6/7/2022
N5F0N7,Cl_20,P44,NSK Ti-Max X SG20L Handpiece,dental handpeice,7/4/2024,6,Kozhikode,10,79,7/4/2024
P0X8W3,Cl_65,P80,CSM Implants Submerged III,implant uni-verse,2/8/2024,1,Erode,9,6,2/8/2024
B4U6J9,Cl_68,P151,Stream X,endomotors,4/3/2020,9,Washim,7,27,4/3/2020
E3Z9T3,Cl_60,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,12/18/2025,9,Ghatkopar,6,347,12/18/2025
A9C3F2,Cl_7,P135,Arum 5x-500 Dental Milling Machine,dental milling machine,2/15/2020,5,Muzzaffar Nagar,6,1,2/15/2020
C5S8P0,Cl_35,P180,Asiga The Ultra 3D Printer,dental 3d printer,10/31/2023,4,Mumbai,6,2,10/31/2023
U5R6L0,Cl_93,P201,Rubber Dam Kit  With 11 Clamps & ClampHolder,dental instruments,11/20/2024,10,Rajkot,5,4,11/20/2024
B5L4A6,Cl_15,P140,Tulip Digital LED Curing Light,light cure unit,7/8/2020,3,Okhla,3,39,7/8/2020
X9Q8C4,Cl_48,P89,iD1 lmplantLocator,implant uni-verse,5/3/2024,5,Nashik,6,3,5/3/2024
Z4Z9R3,Cl_38,P125,Neomill Dental Milling Machine,dental milling machine,7/30/2023,6,Navasari-Gujarat,7,0,7/30/2023
X2U3H3,Cl_6,P27,Runyes Portable Dental X-Ray (Gun-Type),imaging,4/4/2023,9,Indore,7,3,4/4/2023
S4S9B5,Cl_10,P136,Arum 5x-500 L Milling Machine,dental milling machine,11/11/2025,1,Kannur,8,2,11/11/2025
K6K6B2,Cl_57,P158,NSK Physiodispenser Surgic Pro 2,physiodispensor and piezosurgery units,5/15/2021,3,Salem,4,8,5/15/2021
C7B7T3,Cl_67,P210,LUXATOME SET Of4 Pcs,dental instruments,9/21/2024,3,Raipur,7,7,9/21/2024
J5O7A9,Cl_39,P19,Runyes Feng 23LClass B Autoclave,dental autoclaves,10/20/2025,2,Salem,8,10,10/20/2025
U8T6M0,Cl_95,P149,Woodpecker Endoradar Pro,endomotors,1/30/2022,4,Sangli,6,26,1/30/2022
F6E5I8,Cl_14,P103,Trios 4 IntraoralScanner,intraoral scanner,5/18/2020,9,Okhla,4,4,5/18/2020
L7V5N7,Cl_63,P89,iD1 lmplantLocator,implant uni-verse,3/23/2020,9,Jalna,9,3,3/23/2020
J9K3T3,Cl_60,P126,Zotion T20 Dental Milling Machine,dental milling machine,8/24/2022,2,Ghatkopar,10,0,8/24/2022
Y4F3Y1,Cl_33,P69,Tealth LED Standard Head High Speed Air Rotor Handpiece,dental handpeice,9/18/2024,2,Agra,3,92,9/18/2024
K2R2H8,Cl_30,P90,iT3 Dental Implant Torque Wrench,implant uni-verse,5/15/2023,2,Rajkot,4,8,5/15/2023
R8J4J2,Cl_79,P197,Sony CCD Intraoral Camera,intraoral camera,10/22/2025,3,Rewari,4,4,10/22/2025
H9U5T9,Cl_13,P127,Roland DWX-53D Dental Milling Machine,dental milling machine,12/17/2023,8,Kurla,5,0,12/17/2023
Y2G8X2,Cl_75,P52,NSK S-Max Pico Non Optic Handpiece,dental handpeice,3/26/2025,1,Nandagaon,6,52,3/26/2025
R9G0N5,Cl_52,P110,ioConnect By TruAbutment,intraoral scanner,8/17/2021,8,Malappuram,5,2,8/17/2021
H3Z1P9,Cl_30,P55,Woodpecker HP33 Air Rotor Handpiece,dental handpeice,11/24/2021,7,Rajkot,9,37,11/24/2021
L1R3L2,Cl_93,P3,Elite Star Dental Chair,dental_chair,6/14/2025,3,Rajkot,5,4,6/14/2025
Z4W9C9,Cl_25,P215,Extraction Forceps Paedo Set of 7 Pcs,dental instruments,10/25/2020,6,Boriwali,5,1,10/25/2020
A9Y3G1,Cl_32,P193,LubriMax 5 Pro,dental handpiece lubrication machine,10/8/2020,7,Alappuzha,4,76,10/8/2020
N6G0H9,Cl_42,P121,3Shape E3 Dental Lab Scanner,dental lab scanner,10/5/2022,9,Sri Ganganagar,7,3,10/5/2022
L3J7J9,Cl_24,P132,Arum 5x-200 Milling Machine,dental milling machine,12/17/2021,9,Pune,5,1,12/17/2021
Z7T1W3,Cl_90,P212,Diagnostic PMT Set Of 3 Pcs With Straight Probe S/E,dental instruments,11/18/2023,8,Rourkela,5,1,11/18/2023
W7W0U0,Cl_7,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,11/10/2023,6,Muzzaffar Nagar,10,40,11/10/2023
Z8O4G4,Cl_74,P68,Tealth LED Mini Head High Speed Air Rotor Handpiece,dental handpeice,10/3/2025,5,Palakkad,9,65,10/3/2025
L9M3W6,Cl_62,P128,Roland DWX-53 DC Milling Machine,dental milling machine,7/15/2020,6,Mumbai,10,0,7/15/2020
Y0X6H4,Cl_8,P120,3Shape E2 Dental Lab Scanner,dental lab scanner,1/24/2023,1,Rajkot,6,4,1/24/2023
W8P6B6,Cl_17,P39,NSK FX 25 Contra Angle Handpiece,dental handpeice,11/9/2020,7,Ludhinana,6,32,11/9/2020
P6M2X7,Cl_7,P27,Runyes Portable Dental X-Ray (Gun-Type),imaging,11/17/2022,9,Muzzaffar Nagar,5,1,11/17/2022
G9J9I6,Cl_50,P99,NSKVarioSurg 4,physiodispensor unit,5/31/2025,4,Raipur,9,4,5/31/2025
Q3M7W7,Cl_6,P6,Saevo S5000,dental_chair,6/20/2021,2,Indore,5,5,6/20/2021
Y6J7V2,Cl_16,P116,Shining 3D AoralScan 3 NEO Intraoral Scanner,face scanner,12/2/2023,9,Okhla,2,2,12/2/2023
V5J2M3,Cl_73,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,11/13/2025,8,Kannur,6,8,11/13/2025
U8Z0J3,Cl_44,P124,Shining 3D AutoScan DS EX Pro(H),dental lab scanner,10/3/2025,6,Bhuj,8,3,10/3/2025
Z8B7P4,Cl_53,P14,Runyes Rapiclave 5L Autoclave,dental autoclaves,7/15/2021,10,Malappuram,4,10,7/15/2021
O6M0B3,Cl_49,P10,Anthos A7 plus,dental_chair,2/15/2025,9,Jalgaon,9,3,2/15/2025
C8J5J4,Cl_66,P195,Dental RecordingSystem,intraoral camera,11/5/2020,5,Bhopal,5,4,11/5/2020
E8V2G1,Cl_62,P199,DentXpert Stimulator,dental stimulator,5/3/2021,1,Mumbai,10,1,5/3/2021
L2H1G8,Cl_62,P22,"Dynamic Compressor
Suction DAS001",dental compressors,11/29/2021,3,Mumbai,9,5,11/29/2021
J7G4M3,Cl_32,P118,Shining 3D AoralScan 2 Intraoral Scanner,face scanner,10/16/2021,3,Alappuzha,6,3,10/16/2021
K8L9J6,Cl_61,P51,NSK S-Max M25 Low Speed Handpiece,dental handpeice,2/12/2023,2,Jaipur-Rajasthan,4,55,2/12/2023
J0X2F3,Cl_96,P29,Genoray PAPAYA CUST OPG,imaging,12/8/2022,8,Guwahati,5,2,12/8/2022
B7K5G6,Cl_29,P194,TPC Handpiece Lubricating Unit,dental handpiece lubrication machine,5/18/2020,7,Ropar,4,87,5/18/2020
Q8M8L2,Cl_35,P137,Woodpecker DTE O-Light Plus Unit,light cure unit,12/18/2025,2,Mumbai,5,13,12/18/2025
S7B0I4,Cl_99,P56,Tornado Mini Head Handpiece,dental handpeice,7/24/2024,5,Malappuram,5,87,7/24/2024
A8R7V3,Cl_29,P42,NSK Pana Air PAF-S B2 Handpiece,dental handpeice,12/13/2024,5,Ropar,5,21,12/13/2024
N7U3S0,Cl_8,P161,Woodpecker Ultrasurgery LED,physiodispensor and piezosurgery units,3/19/2020,10,Rajkot,8,5,3/19/2020
L7Q4U2,Cl_9,P31,Genoray PAPAYA 3D Premium Plus CBCT,imaging,5/30/2025,7,Bargarh,4,1,5/30/2025
S2W4G8,Cl_33,P60,Tornado Air Motor Dental Handpiece,dental handpeice,1/18/2020,9,Agra,3,72,1/18/2020
A5F0U6,Cl_89,P133,Arum 5x-300 Pro Milling Machine,dental milling machine,2/27/2021,9,Kottayam,5,2,2/27/2021
E4E9R2,Cl_14,P9,Saevo S200,dental_chair,1/21/2020,8,Okhla,2,3,1/21/2020
O6V6X0,Cl_17,P8,Saevo S300,dental_chair,2/28/2025,10,Ludhinana,4,5,2/28/2025
J9N2H5,Cl_62,P17,Melag Vacuclave 105Autoclave,dental autoclaves,8/18/2021,6,Mumbai,4,9,8/18/2021
C2G7U5,Cl_48,P120,3Shape E2 Dental Lab Scanner,dental lab scanner,6/10/2020,2,Nashik,10,4,6/10/2020
L3V6Q3,Cl_68,P43,NSK FX Plus With ARV Handpiece,dental handpeice,2/14/2023,6,Washim,6,27,2/14/2023
U1R8N2,Cl_92,P144,Micro NX Micromotor (Table Top),dental micromotor,2/7/2025,3,Ghaziabad,6,12,2/7/2025
G8O6V8,Cl_80,P34,Gnatus Timex 70E ACX-ray,imaging,7/22/2025,4,Kolhapur,6,2,7/22/2025
A2D2G2,Cl_4,P161,Woodpecker Ultrasurgery LED,physiodispensor and piezosurgery units,3/4/2022,6,Raipur,5,2,3/4/2022
D0P5P8,Cl_65,P167,BeSmile Aconia SHT 3D Multilayer Zirconia,lab consumables,12/31/2022,4,Erode,4,283,12/31/2022
L1U1E2,Cl_85,P15,Melag Vacuclave 550 Autoclave,dental autoclaves,12/25/2022,9,Kottayam,7,5,12/25/2022
V0J5T2,Cl_18,P204,Impression Trays Set Of 10 (Dentulas  Perforated),dental instruments,2/3/2024,7,Rajkot,10,4,2/3/2024
M1S3Q6,Cl_87,P132,Arum 5x-200 Milling Machine,dental milling machine,2/12/2023,3,Pune,8,1,2/12/2023
H3C4K1,Cl_41,P150,Woodpecker Endomotor,endomotors,3/6/2025,10,Nerul,7,13,3/6/2025
M8Z3Y6,Cl_65,P140,Tulip Digital LED Curing Light,light cure unit,7/27/2020,5,Erode,6,31,7/27/2020
W8P7T3,Cl_1,P111,Trios Move+ Intraoral Scanner,intraoral scanner,2/19/2020,7,Surat,10,3,2/19/2020
A6Z0Y9,Cl_13,P151,Stream X,endomotors,2/18/2022,10,Kurla,10,15,2/18/2022
T2Q9J2,Cl_15,P98,Woodpecker Ultrasurgery LED,physiodispensor unit,5/24/2025,5,Okhla,6,3,5/24/2025
H9Q2Y5,Cl_51,P23,Gnatus BioQualy 3HP Air Compressor,dental compressors,7/31/2023,5,Pathanamthitta,5,9,7/31/2023
O9I2J4,Cl_22,P26,Carestream RVGCS 5200,imaging,4/22/2023,3,Kannur,6,3,4/22/2023
S5M9W0,Cl_52,P37,BIOLASE Waterlase iPlus All Tissue Laser,dental lasers,9/25/2020,4,Malappuram,5,0,9/25/2020
R3H0E3,Cl_62,P78,Tealth Internal Irrigation Fiber Optic Straight Head Low Speed Handpiece,dental handpeice,11/6/2021,10,Mumbai,7,34,11/6/2021
S1B5V4,Cl_70,P197,Sony CCD Intraoral Camera,intraoral camera,11/7/2025,3,Dehradun,3,1,11/7/2025
X0D5U5,Cl_4,P52,NSK S-Max Pico Non Optic Handpiece,dental handpeice,10/30/2020,5,Raipur,8,59,10/30/2020
J8N6P3,Cl_43,P120,3Shape E2 Dental Lab Scanner,dental lab scanner,7/22/2025,2,Alappuzha,3,4,7/22/2025
S1Q7L4,Cl_76,P182,GLB 120M Metal 3D Printer,dental 3d printer,5/18/2024,4,Durgapur,6,0,5/18/2024
S5C9J1,Cl_86,P120,3Shape E2 Dental Lab Scanner,dental lab scanner,12/10/2023,9,Calicut,7,1,12/10/2023
L9O6H9,Cl_25,P34,Gnatus Timex 70E ACX-ray,imaging,1/11/2022,7,Boriwali,8,2,1/11/2022
X1A4J1,Cl_5,P81,CoxoSurgic-X,implant uni-verse,7/28/2023,5,Thane,5,3,7/28/2023
A1L8A8,Cl_60,P1,Ureka Elite Dental Chair,dental_chair,1/6/2022,8,Ghatkopar,6,2,1/6/2022
Z4I5R5,Cl_69,P76,Tealth External Irrigation Straight HeadLow SpeedHandpiece,dental handpeice,7/7/2025,1,Salem,4,98,7/7/2025
